date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:09:16	3905/3905	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:07:22%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/dropdown-effects/fade-down.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/dropdown-effects/fade-down.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:17	6978/6978	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:33%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/magnific-popup.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/magnific-popup.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:18	3704/3704	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:34%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/flexslider.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/flexslider.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:19	2936/2936	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:40%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/owl.carousel.min.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/owl.carousel.min.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:20	936/936	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:37%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/owl.theme.default.min.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/owl.theme.default.min.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:21	16503/16503	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:36%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/datetimepicker.min.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/datetimepicker.min.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:22	111037/111037	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:41%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/style.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/style.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:23	24045/24045	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:38%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/animate.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/animate.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:24	140632/140632	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2017:04:39%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/responsive.css	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/responsive.css	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:25	60797/60797	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:20%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-1.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-1.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:26	28941/28941	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:31%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-01.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-01.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:27	58985/58985	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:28%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-2.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-2.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:28	26319/26319	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:32%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-02.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-02.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:29	58328/58328	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:25%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-3.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-3.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:30	30944/30944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:33%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-03.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-03.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:31	62585/62585	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:31%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-5.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-5.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:32	30887/30887	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:29%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-05.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-05.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:33	63610/63610	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:16%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-6.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-6.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:34	25414/25414	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:26%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-06.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-06.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:35	58304/58304	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:14%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-7.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-7.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:37	25387/25387	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:25%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-07.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-07.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:38	60591/60591	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:35%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-8.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-8.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:39	55721/55721	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:30%20GMT	https://dsathemes.com/html/la_notte_1.1/files/demo-9.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/demo-9.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:39	24914/24914	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:34%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-08.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-08.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:42	23341/23341	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:35%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-09.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-09.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:42	9380/9380	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:56%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/logo-white.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/logo-white.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:43	9338/9338	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:04:56%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/logo-01.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/logo-01.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:43	40856/40856	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:17%20GMT	https://dsathemes.com/html/la_notte_1.1/files/about.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/about.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:44	42056/42056	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:18%20GMT	https://dsathemes.com/html/la_notte_1.1/files/pricing.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/pricing.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:45	29544/29544	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:24%20GMT	https://dsathemes.com/html/la_notte_1.1/files/gallery.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/gallery.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:46	33364/33364	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:22%20GMT	https://dsathemes.com/html/la_notte_1.1/files/gift-cards.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/gift-cards.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:47	37019/37019	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:15%20GMT	https://dsathemes.com/html/la_notte_1.1/files/team.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/team.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:48	24125/24125	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:23%20GMT	https://dsathemes.com/html/la_notte_1.1/files/careers.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/careers.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:49	21208/21208	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:12%20GMT	https://dsathemes.com/html/la_notte_1.1/files/faqs.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/faqs.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:50	25261/25261	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:26%20GMT	https://dsathemes.com/html/la_notte_1.1/files/blog-listing.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/blog-listing.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:51	30867/30867	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:34%20GMT	https://dsathemes.com/html/la_notte_1.1/files/single-post.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/single-post.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:52	28659/28659	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:19%20GMT	https://dsathemes.com/html/la_notte_1.1/files/booking.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/booking.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:53	22866/22866	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:11%20GMT	https://dsathemes.com/html/la_notte_1.1/files/contacts.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/contacts.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:54	20690/20690	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Jan%202022%2017:03:29%20GMT	https://dsathemes.com/html/la_notte_1.1/files/location.html	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/location.html	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:57	83066/83066	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:59%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/slider/slide-4.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/slider/slide-4.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:58	89785/89785	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:00%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/slider/slide-5.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/slider/slide-5.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:59	47862/47862	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:16%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:59	85386/85386	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:03%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/slider/slide-6.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/slider/slide-6.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:09:59	40709/40709	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:22%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/promo-05.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/promo-05.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:01	63609/63609	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:10%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/promo-06.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/promo-06.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:02	80197/80197	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:19%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/promo-07.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/promo-07.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:02	40803/40803	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:04:47%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/800x700_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/800x700_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:03	44628/44628	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:06:14%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/polish.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/polish.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:05	79029/79029	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:46%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x900_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x900_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:05	37329/37329	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:49%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x800_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x800_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:06	29732/29732	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:42%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x600_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x600_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:08	79795/79795	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:34%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x500_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x500_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:09	65221/65221	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:50%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x800_2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x800_2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:09	32500/32500	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:37%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x700_2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x700_2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:11	7308/7308	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:42%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-1.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-1.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:11	71777/71777	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:38%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery/700x700_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery/700x700_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:12	7668/7668	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:51%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-2.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-2.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:13	6287/6287	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:48%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-3.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-3.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:14	7501/7501	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:32%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-4.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-4.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:15	8040/8040	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:25%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-5.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-5.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:16	5807/5807	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:11%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-6.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-6.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:17	11970/11970	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:18%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-7.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-7.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:18	7257/7257	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:06:08%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-8.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-8.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:19	8357/8357	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:06:05%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/brand-9.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/brand-9.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:21	62304/62304	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:40%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_5.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_5.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
